#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
60,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
61,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
62,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
63,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
64,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
65,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
66,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
67,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
68,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
69,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
70,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
71,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
72,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
73,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
74,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
75,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
76,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
77,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
78,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
79,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
80,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
81,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
82,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
83,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
84,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
85,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
86,"Weekend in Ibiza","Tep No,Anjulie",21,126,"deep tropical house, indie poptimism, tropical house, canadian pop","deep tropical house, indie poptimism, tropical house, canadian pop","Weekend in Ibiza",2023-09-08,04:40,74,86,45,56,29,0,0,-7,A#/B♭ Minor,4,2024-01-15,5jg6hliw59N7a5usivqRD4,"Tep No Records",3A,https://p.scdn.co/mp3-preview/f7e1706786655c2279b48b2cd76cf13e3f0e47f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485183a3e41f3057968b693ef6f1
87,"Holding Me Like Water - Mona Yim Remix","Lastlings,Mona Yim",27,150,"vapor soul, ","vapor soul, ","Holding Me Like Water - Mona Yim Remix",2023-10-12,03:27,69,68,57,63,48,0,10,-7,G Minor,4,2024-01-15,4nRqq0XpufAFrbUCxl59Zo,"Rose Avenue",6A,https://p.scdn.co/mp3-preview/35a685330488cda201846fc9693053696e1fcfe3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f7a6c7e2e91ff595fb70574
88,"Holding Me Like Water - Mona Yim Remix","Lastlings,Mona Yim",27,150,"vapor soul, ","vapor soul, ","Holding Me Like Water - Mona Yim Remix",2023-10-12,03:27,69,68,57,63,48,0,10,-7,G Minor,4,2024-01-15,4nRqq0XpufAFrbUCxl59Zo,"Rose Avenue",6A,https://p.scdn.co/mp3-preview/35a685330488cda201846fc9693053696e1fcfe3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f7a6c7e2e91ff595fb70574
89,"Holding Me Like Water - Mona Yim Remix","Lastlings,Mona Yim",27,150,"vapor soul, ","vapor soul, ","Holding Me Like Water - Mona Yim Remix",2023-10-12,03:27,69,68,57,63,48,0,10,-7,G Minor,4,2024-01-15,4nRqq0XpufAFrbUCxl59Zo,"Rose Avenue",6A,https://p.scdn.co/mp3-preview/35a685330488cda201846fc9693053696e1fcfe3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f7a6c7e2e91ff595fb70574
90,"Holding Me Like Water - Mona Yim Remix","Lastlings,Mona Yim",27,150,"vapor soul, ","vapor soul, ","Holding Me Like Water - Mona Yim Remix",2023-10-12,03:27,69,68,57,63,48,0,10,-7,G Minor,4,2024-01-15,4nRqq0XpufAFrbUCxl59Zo,"Rose Avenue",6A,https://p.scdn.co/mp3-preview/35a685330488cda201846fc9693053696e1fcfe3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f7a6c7e2e91ff595fb70574
91,"Holding Me Like Water - Mona Yim Remix","Lastlings,Mona Yim",27,150,"vapor soul, ","vapor soul, ","Holding Me Like Water - Mona Yim Remix",2023-10-12,03:27,69,68,57,63,48,0,10,-7,G Minor,4,2024-01-15,4nRqq0XpufAFrbUCxl59Zo,"Rose Avenue",6A,https://p.scdn.co/mp3-preview/35a685330488cda201846fc9693053696e1fcfe3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f7a6c7e2e91ff595fb70574
92,"Holding Me Like Water - Mona Yim Remix","Lastlings,Mona Yim",27,150,"vapor soul, ","vapor soul, ","Holding Me Like Water - Mona Yim Remix",2023-10-12,03:27,69,68,57,63,48,0,10,-7,G Minor,4,2024-01-15,4nRqq0XpufAFrbUCxl59Zo,"Rose Avenue",6A,https://p.scdn.co/mp3-preview/35a685330488cda201846fc9693053696e1fcfe3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f7a6c7e2e91ff595fb70574
93,"Holding Me Like Water - Mona Yim Remix","Lastlings,Mona Yim",27,150,"vapor soul, ","vapor soul, ","Holding Me Like Water - Mona Yim Remix",2023-10-12,03:27,69,68,57,63,48,0,10,-7,G Minor,4,2024-01-15,4nRqq0XpufAFrbUCxl59Zo,"Rose Avenue",6A,https://p.scdn.co/mp3-preview/35a685330488cda201846fc9693053696e1fcfe3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f7a6c7e2e91ff595fb70574
94,"Holding Me Like Water - Mona Yim Remix","Lastlings,Mona Yim",27,150,"vapor soul, ","vapor soul, ","Holding Me Like Water - Mona Yim Remix",2023-10-12,03:27,69,68,57,63,48,0,10,-7,G Minor,4,2024-01-15,4nRqq0XpufAFrbUCxl59Zo,"Rose Avenue",6A,https://p.scdn.co/mp3-preview/35a685330488cda201846fc9693053696e1fcfe3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f7a6c7e2e91ff595fb70574
95,"Holding Me Like Water - Mona Yim Remix","Lastlings,Mona Yim",27,150,"vapor soul, ","vapor soul, ","Holding Me Like Water - Mona Yim Remix",2023-10-12,03:27,69,68,57,63,48,0,10,-7,G Minor,4,2024-01-15,4nRqq0XpufAFrbUCxl59Zo,"Rose Avenue",6A,https://p.scdn.co/mp3-preview/35a685330488cda201846fc9693053696e1fcfe3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f7a6c7e2e91ff595fb70574
96,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
97,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
98,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
99,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
100,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
101,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
102,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
103,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
104,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
105,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
106,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
107,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
108,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
109,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
110,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
